Title,Category,Language,Site,Level,Price,Rating,Duration,Skills,Number of viewers,Instructors,Program Type
Drug Use and Harm Reduction,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Nutrition and Wellbeing,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
The Monday Campaigns: Lessons in Public Health Promotion,Business,English,Future Learn,Intermediate,855,4.7,6,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Introduction to Behavioural Activation for Depression,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
"Understanding Anxiety, Depression and CBT",Business,English,Future Learn,Intermediate,855,4.7,5,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Research Methods: A Practical Guide to Peer and Community Research,Business,English,Future Learn,Intermediate,855,4.7,10,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Understanding Brain Health: Preventing Dementia,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Research Methods in Psychology: Using Animal Models to Understand Human Behaviour,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
"Music Psychology: Why Does ""Bohemian Rhapsody"" Feel so Good?",Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Addressing Postnatal Depression as a Healthcare Professional,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Brand Purpose: Marketing Yourself and Building Meaningful Connections,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Supporting Adolescent Learners: Social and Emotional Wellbeing,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
"Dementia and the Arts: Sharing Practice, Developing Understanding and Enhancing Lives",Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
"Identifying and Responding to Drug and Alcohol Addiction in Nursing, Midwifery and Allied Healthcare Practice",Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Understanding Addiction,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Unlocking The Creative Brain: Develop and Teach Skills For Creative Thinking,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
End-of-Life Care for People with Dementia,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Nature Connectedness with the University of Derby,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Demystifying Mindfulness,Business,English,Future Learn,Intermediate,855,4.7,8,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Introduction to Cognitive Psychology: An Experimental Science,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
"Bushfires: Response, Relief, and Resilience",Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Workplace Wellbeing: How to Build Confidence and Manage Stress,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Physiotherapy Exercise and Physical Activity for Knee Osteoarthritis (PEAK),Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Youth Mental Health: Supporting Young People Using a Trauma Informed Practice,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Understanding Suicide and Suicide Prevention Strategies in a Global Context,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Mental Skills Training for Sport and Health,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Developing Clinical Empathy: Making a Difference in Patient Care,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Understanding Epilepsy and its Neuropsychology,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Awareness and Confidence for Effective Leadership,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Build Trust and Grow your Self-Confidence,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Presenting Your Work with Impact: Presentation Skills Training,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Coping with Changes: Social-Emotional Learning Through Play,Business,English,Future Learn,Intermediate,855,4.7,9,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Social Care During COVID-19: Coping with Self-Isolation and Social Distancing,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Coaching Skills: A changing landscape,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Coaching Skills: An athlete-centred approach,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Coaching Skills: Leadership and self-awareness,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Coaching Skills: Team culture,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Coaching Skills: The mental game,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Workplace Wellbeing: Stress and Productivity at Work,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Introduction to Health Psychology,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Exploring Sustainable Living and Loving with Mogli,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
COVID-19: Psychological First Aid in Africa,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
"Integrating Care: Depression, Anxiety and Physical Illness",Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Foundations in Dementia,Business,English,Future Learn,Intermediate,855,4.7,6,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Supporting Victims of Domestic Violence,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Mindfulness: A Focus on Adolescents,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Post-Traumatic Stress Disorder (PTSD) in the Global Context,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Orientation to Educational Neuroscience,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
The Many Faces of Dementia,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Mental Health in Construction,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Integrated Healthcare for Children with Developmental Disabilities,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Exploring Play: The Importance of Play in Everyday Life,Business,English,Future Learn,Intermediate,855,4.7,7,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
"Understanding Mental Health: Continuum, Culture and Social Media",Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
COVID-19: Psychological First Aid,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Health and Wellbeing in the Ancient World,Business,English,Future Learn,Intermediate,855,4.7,6,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Addressing Violence Through Patient Care,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Anxiety in Children and Young People during COVID-19,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Anatomy: Know Your Abdomen,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Batteries for the Energy Transition: Exploring the Sustainable Value Chain,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Ecology and Wildlife Conservation,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Exploring Cancer Medicines,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Planet Earth: Understanding and Protecting our Environment,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Transport Systems: Global Issues and Future Innovations,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Chemical Engineering: Shaping a Sustainable Future,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Behaviour Change Interventions: Introductory Principles and Practice,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Introduction to Quantum Computing,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
From Lab to Clinic: Translational Research for Rare Diseases,Business,English,Future Learn,Intermediate,855,4.7,5,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Get ready for a Masters in Data Science and AI,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Understanding and Measuring the Earth’s Energy Imbalance,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Dental Radiography: Radiation Protection in Dental Practice,Business,English,Future Learn,Intermediate,855,4.7,5,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Introduction to Translational Research: Connecting Scientists and Medical Doctors,Business,English,Future Learn,Intermediate,855,4.7,6,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Kickstart Your Endurance Training,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Measure Your Endurance Training,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Sustaining Your Endurance Training,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Applications of AI Technology,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Artificial Intelligence in Bioinformatics,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Combatting Corrosion: An Introduction to SOCORRO,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Business Analytics Using Forecasting,Business,English,Future Learn,Intermediate,855,4.7,6,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Moons,Business,English,Future Learn,Intermediate,855,4.7,8,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Pharmacotherapy: Understanding Biotechnology Products,Business,English,Future Learn,Intermediate,855,4.7,6,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Environmental Challenges: Justice in Natural Resource Management,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Heart Health: A Beginner's Guide to Cardiovascular Disease,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
An Introduction to Machine Learning in Quantitative Finance,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Introduction to Plant Phenotyping Technologies,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
An Introduction to Building Information Modelling,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Biochemistry: the Molecules of Life,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Motion Capture: The Art of Studying Human Activity,Business,English,Future Learn,Intermediate,855,4.7,6,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Pupillometry: The Eye as a Window Into the Mind,Business,English,Future Learn,Intermediate,855,4.7,6,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Mysteries Of The Universe,Business,English,Future Learn,Intermediate,855,4.7,6,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Openness in Science and Innovation,Business,English,Future Learn,Intermediate,855,4.7,8,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Consumer and Environmental Safety: Food Packaging and Kitchenware,Business,English,Future Learn,Intermediate,855,4.7,5,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Improving Food Production with Agricultural Technology and Plant Biotechnology,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Innovation in Arable Farming: Technologies for Sustainable Farming Systems,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Introduction to Food Science,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
"Life on Land: Ecology, Evolution, Challenges, and Solutions",Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Science Communication and Public Engagement,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
The Human Microbiome,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Smart Urban Green Infrastructure,Business,English,Future Learn,Intermediate,855,4.7,5,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Agriculture: Smart Food Urban Farming,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Blue Tomorrow: Understanding the Blue Economy,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Genomic Technologies in Clinical Diagnostics: Molecular Techniques,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Genomic Technologies in Clinical Diagnostics: Next Generation Sequencing,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
How to set up an Antimicrobial Stewardship Programme,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Urban Stormwater Management in a Changing Climate,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Genomics in the NHS: A Clinician's Guide to Genomic Testing for Rare Disease,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Enteral Nutrition in Preterm Infants: ESPGHAN Recommendations,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Genetic Genealogy: Researching your Family Tree using DNA,Business,English,Future Learn,Intermediate,855,4.7,6,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Renewable Energy: Sustainable Electricity Supply with Microgrids,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Extinctions: Past and Present,Business,English,Future Learn,Intermediate,855,4.7,5,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Laser Safety Awareness,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Spatial Circularity Strategies 1: Introduction to Spatial Planning for a Circular Economy,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Spatial Circularity Strategies 2: Measuring Circularity Transitions,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Spatial Circularity Strategies 3: Urban Metabolism and Methods for Systemic Analysis,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Spatial Circularity Strategies 4: Strategic Interventions for Spatial Planning,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Spatial Circularity Strategies: Introduction,Business,English,Future Learn,Intermediate,855,4.7,1,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Applications of Calculus,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
STEM Teaching: Teaching Science Beyond The Boundaries,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Uniting for a Sustainable Future: An Introduction to Global Sustainability,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Fundamentals of Economics,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
How to Implement Industry 4.0 Technologies,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Teaching Mathematics: Demystifying Statistics and Probability,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Teaching Mathematics: Overcoming Miscommunication,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
An Introduction to Electronic Engineering,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
A Nutritional Approach to Agriculture and Food Security,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Causes of Human Disease: Exploring Cancer and Genetic Disease,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Climate Change and Resilience in Food Systems,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Discovering Science: Atmospheric Chemistry,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Discovering Science: Chemical Products,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Discovering Science: Global Challenges,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Discovering Science: Medicinal Chemistry,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Discovering Science: Science Writing,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Exploring Anatomy: the Human Abdomen,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
MedTech: Exploring the Human Genome,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Renewable Energy: Achieving Sustainability through Bioenergy,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Preparing for Further Study in Mathematics,Business,English,Future Learn,Intermediate,855,4.7,6,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
The Basis of Life: Understanding Human Cells,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Finding the Body’s Balance: Understanding Homeostasis,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Building Design: Material Selection for Healthier Communities,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Building Products and Chemistry,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Engaging in Activism for Social Change in Tech,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Healthier Building Materials and Human Health,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Making sense of genomic data: COVID-19 web-based bioinformatics,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
A Beginner's Guide to Environmental Science: Wicked Problems and Possible Solutions,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Data Science Projects and Applications,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
A Survey of Substance Use Disorder,Business,English,Future Learn,Intermediate,855,4.7,2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
An Introduction to Sustainability in the Built Environment,Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
The Power of Genomics to Understand the COVID-19 Pandemic,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Introduction to Generating Functions for A-Level Maths Students,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Introduction to Maintenance Engineering,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
"Introduction to VR Programming, Design, and Unity",Business,English,Future Learn,Intermediate,855,4.7,10,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Sustainability: Energy Transition,Business,English,Future Learn,Intermediate,855,4.7,3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
"E-Waste and Battery Recycling: Technology, Design, and Challenges",Business,English,Future Learn,Intermediate,855,4.7,4,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
